John,Ldbl,43 Beacon St.,,Psexs,NY,66629,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,TN,21303,US,home,11,4,350,3172467,work,11,70,64,6489510,157680000000
John,Mewqne,794 Beacon St.,,Ggtnth,AR,51769,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,VT,13102,US,home,11,74,323,1120756,work,11,53,206,5366274,63072000000
John,Qjzzhdryk,35 Beacon St.,,Kmilo,IN,70119,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,AK,18843,US,home,11,67,73,2317698,work,11,47,204,5106824,-504576000000
John,Rcaq,991 Beacon St.,,Mkgn,TN,54576,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,HI,20417,US,home,11,31,510,4671729,work,11,36,483,4077448,252288000000
John,Zjpdlrtf,326 Beacon St.,,Ajmqrgjcca,MA,06437,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,HI,57246,US,home,11,45,519,8666170,work,11,6,597,9963378,63072000000
John,Cnlfk,150 Beacon St.,,Cqkousqg,WY,44108,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,CT,26924,US,home,11,40,868,3823618,work,11,35,343,6431287,-220752000000
John,Acnwtyt,926 Beacon St.,,Gpsifw,MN,27800,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,NV,19848,US,home,11,79,698,9830599,work,11,52,11,5882422,252288000000
John,Foopsfm,881 Beacon St.,,Fmocf,IA,04427,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,FL,95992,US,home,11,66,282,5451076,work,11,7,224,8571070,126144000000
John,Xkuob,23 Beacon St.,,Dhrrrhsla,WY,74199,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,SD,85886,US,home,11,93,907,3944819,work,11,34,211,5499169,-252288000000
John,Qcixhvxl,518 Beacon St.,,Ddzfvzxvv,OH,27739,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,KY,33989,US,home,11,95,693,9323721,work,11,38,49,3683,0
John,Mgmbgb,52 Beacon St.,,Wrcg,AS,11996,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,IL,72095,US,home,11,83,61,7464348,work,11,73,287,594915,-441504000000
John,Rgqfbadlqb,690 Beacon St.,,Bgbje,IA,39222,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,MT,65465,US,home,11,70,653,6918475,work,11,69,644,3167415,-630720000000
John,Xkotmqgn,871 Beacon St.,,Uhlm,HI,74796,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,GA,70167,US,home,11,85,571,8854583,work,11,33,495,7145391,-536112000000
John,Uajsiiz,900 Beacon St.,,Iuxe,MI,65089,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,DC,96513,US,home,11,94,136,7858068,work,11,70,427,1775201,473040000000
John,Fscc,644 Beacon St.,,Ulkmmah,MS,66780,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,NH,01325,US,home,11,21,478,427942,work,11,11,734,5220265,94608000000
John,Xinsegkex,750 Beacon St.,,Uoyrdpio,PA,68852,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,PA,49694,US,home,11,74,806,8115478,work,11,57,288,9644609,-63072000000
John,Epqmddrhc,967 Beacon St.,,Rgaszqqex,TN,26099,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,PR,82729,US,home,11,57,540,3994215,work,11,50,950,1257995,94608000000
John,Fxoekj,202 Beacon St.,,Ypamrfo,NM,94919,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,VI,19700,US,home,11,75,755,3003122,work,11,51,667,3991070,-283824000000
John,Fjamvnl,460 Beacon St.,,Lczbjgy,NM,07222,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,MA,57790,US,home,11,65,257,2864502,work,11,10,584,5711495,-126144000000
John,Qphdz,373 Beacon St.,,Hfkg,NV,62414,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,IN,12890,US,home,11,36,447,3596921,work,11,23,142,4316142,-157680000000
John,Lmtcx,785 Beacon St.,,Zpvhkmshoo,SD,87496,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,NH,18173,US,home,11,31,486,2780023,work,11,90,600,8509477,-63072000000
John,Shzki,895 Beacon St.,,Rbfcza,IN,52939,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,VA,19690,US,home,11,59,832,937374,work,11,46,763,9363729,-536112000000
John,Rsjyv,951 Beacon St.,,Oqzziqbsbs,GU,93557,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,CA,89062,US,home,11,79,266,2535409,work,11,29,658,3418497,283824000000
John,Vtkqf,594 Beacon St.,,Sdembgn,IN,56937,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,CO,19432,US,home,11,62,755,2883939,work,11,87,571,9859743,-315360000000
John,Eixwrvwsbt,896 Beacon St.,,Yvtkumpt,IA,11966,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,MT,32077,US,home,11,96,996,6837916,work,11,12,886,6767369,31536000000
John,Favmpmsk,388 Beacon St.,,Pgbtatz,ID,83202,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,SD,04325,US,home,11,22,464,2685814,work,11,73,719,8880397,31536000000
John,Eubag,553 Beacon St.,,Bnvrkch,FM,20251,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,ID,16790,US,home,11,70,265,9628459,work,11,58,893,8713493,-220752000000
John,Sqzyt,214 Beacon St.,,Rsdmvefl,MN,89752,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,CT,03006,US,home,11,76,763,1313428,work,11,30,776,3463984,-441504000000
John,Nkpdon,989 Beacon St.,,Rfob,IN,22105,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,CO,37392,US,home,11,33,587,7267406,work,11,78,81,9748205,-378432000000
John,Suqv,268 Beacon St.,,Fctfd,SD,73652,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,AK,03556,US,home,11,17,963,8619261,work,11,76,243,7887124,31536000000
John,Ucpm,339 Beacon St.,,Vbmjclbeu,CT,89314,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,AL,46800,US,home,11,60,699,6047858,work,11,31,748,4788501,536112000000
John,Ztoyems,879 Beacon St.,,Wkhjtezg,DE,05515,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,NH,97710,US,home,11,80,660,8476865,work,11,0,585,8998746,536112000000
John,Xmahukday,862 Beacon St.,,Hcjj,KS,13637,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,IA,07977,US,home,11,89,8,2960276,work,11,30,552,9785934,-315360000000
John,Buhqw,294 Beacon St.,,Vfyh,ID,10188,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,NC,44678,US,home,11,23,972,591549,work,11,90,35,2062928,-315360000000
John,Ektha,251 Beacon St.,,Sbvcoxwhj,NE,07572,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,OF,67091,US,home,11,16,892,9068534,work,11,59,989,2708434,283824000000
John,Tjiqooheif,95 Beacon St.,,Sifmf,VI,61398,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,LA,91719,US,home,11,81,645,5900519,work,11,7,111,4103370,220752000000
John,Liirejzj,143 Beacon St.,,Minciwzzv,VA,28007,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,PA,94726,US,home,11,0,954,9875866,work,11,85,844,2515939,-94608000000
John,Igdhbmrjo,80 Beacon St.,,Vtndzhrh,VA,42689,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,CO,91502,US,home,11,6,55,907007,work,11,73,892,3586332,252288000000
John,Nombnjl,338 Beacon St.,,Qxzigpnj,AR,05243,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,WY,86763,US,home,11,14,659,1938842,work,11,12,711,7874176,-378432000000
John,Omlhcecn,535 Beacon St.,,Yzsfl,FL,56398,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,MA,35477,US,home,11,6,900,5054492,work,11,81,929,9157697,473040000000
John,Uguxbbbhrs,432 Beacon St.,,Pmsshctoay,MH,61584,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,MH,72707,US,home,11,94,667,4282256,work,11,38,708,3939084,-220752000000
John,Jfrjbecw,963 Beacon St.,,Tryijllcb,PA,44331,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,KS,40484,US,home,11,17,727,4944655,work,11,5,463,1716808,0
John,Xkxdt,134 Beacon St.,,Cvcd,OR,39779,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,PR,00010,US,home,11,0,35,7616068,work,11,51,390,5391671,-504576000000
John,Rqbhzaoa,341 Beacon St.,,Tkvwftewxn,RI,54482,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,MA,42155,US,home,11,55,33,4742291,work,11,38,258,3721129,-473040000000
John,Blvtcy,993 Beacon St.,,Oylz,VI,43533,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,FM,88860,US,home,11,13,986,3279369,work,11,49,239,2155866,0
John,Wazq,969 Beacon St.,,Ojepuiijdd,SD,14223,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,IL,86031,US,home,11,3,718,8062049,work,11,6,40,3444635,-220752000000
John,Savp,231 Beacon St.,,Adtljig,VT,51926,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,KY,38418,US,home,11,28,431,7410492,work,11,4,549,5319525,-126144000000
John,Ddndyenr,91 Beacon St.,,Xeqhzfy,IL,91438,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,FM,79428,US,home,11,15,140,8506418,work,11,65,492,3514633,346896000000
John,Upuvhsfqqb,145 Beacon St.,,Eoazxs,AR,84710,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,FM,21229,US,home,11,82,304,123902,work,11,31,79,871548,567648000000
John,Jyqmrqvuu,706 Beacon St.,,Opcl,MP,67565,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,MD,90491,US,home,11,23,902,7809026,work,11,67,39,8421551,-441504000000
John,Bedugzinwg,158 Beacon St.,,Omzpmzhiu,KY,41990,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,PA,97267,US,home,11,25,905,9884913,work,11,30,768,7886906,473040000000
John,Opafe,721 Beacon St.,,Dptsen,SC,49534,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,MI,75111,US,home,11,22,936,8266541,work,11,69,393,916858,-346896000000
John,Gheqvzlq,120 Beacon St.,,Nhaja,DE,15670,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,MS,88221,US,home,11,86,170,2635056,work,11,73,971,1982662,-346896000000
John,Lxuy,260 Beacon St.,,Tuabzjgkku,VT,68702,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,GA,38164,US,home,11,58,799,9868277,work,11,86,710,9938023,-94608000000
John,Wxiuqskt,821 Beacon St.,,Dmtdoc,PW,08791,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,PW,46280,US,home,11,21,627,8247589,work,11,20,237,9708406,-283824000000
John,Jzclnhysd,817 Beacon St.,,Byyujtsfb,OK,01501,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,WA,95996,US,home,11,10,77,2299955,work,11,39,263,3953457,-504576000000
John,Ihjrzyhl,213 Beacon St.,,Wyngjvagem,SD,18962,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,ND,16474,US,home,11,12,181,302735,work,11,10,720,4492739,-94608000000
John,Bfaxqn,268 Beacon St.,,Efndqta,MA,54709,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,GU,17179,US,home,11,7,199,1912363,work,11,85,552,9840309,536112000000
John,Npbtklcl,805 Beacon St.,,Mmfxtsarxz,SD,99736,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,ID,09133,US,home,11,2,496,6760552,work,11,82,442,7692250,-378432000000
John,Vxxy,156 Beacon St.,,Tydt,OR,83793,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,WY,46410,US,home,11,23,661,8803011,work,11,70,519,3825493,63072000000
John,Ygdoawukzm,86 Beacon St.,,Juov,AS,88264,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,PW,01384,US,home,11,52,707,2208234,work,11,1,425,686729,346896000000
John,Ahaxr,536 Beacon St.,,Nwlas,NC,86361,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,MS,21074,US,home,11,25,6,5296851,work,11,19,872,9748189,-630720000000
John,Wsgaylqp,13 Beacon St.,,Oymcge,NV,80418,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,AK,24125,US,home,11,61,867,1578088,work,11,58,781,5757529,157680000000
John,Bzerzwkcvs,330 Beacon St.,,Nzgfalm,ME,09402,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,VI,14179,US,home,11,89,537,7492658,work,11,2,80,6136821,-378432000000
John,Wpkpytd,116 Beacon St.,,Mxdm,MA,43872,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,DC,64867,US,home,11,61,801,5579829,work,11,35,610,1384652,346896000000
John,Fpgicfjg,955 Beacon St.,,Drrmff,DE,71172,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,WI,68553,US,home,11,46,735,14842,work,11,12,305,5193299,-31536000000
John,Ecep,827 Beacon St.,,Gzqjp,NV,90588,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,PW,14955,US,home,11,49,18,3456460,work,11,82,860,4398467,283824000000
John,Xhny,931 Beacon St.,,Snmtenw,PA,29137,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,GA,42692,US,home,11,42,472,7287560,work,11,73,689,9208896,599184000000
John,Tztekjfvf,88 Beacon St.,,Uwabqat,MN,02787,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,PA,64457,US,home,11,31,990,2189406,work,11,57,327,2219897,0
John,Shrlm,595 Beacon St.,,Kjtalo,OF,69476,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,FM,25647,US,home,11,97,152,4095950,work,11,56,910,8125945,-126144000000
John,Oyismhep,250 Beacon St.,,Oaobbgx,HI,64591,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,FM,89649,US,home,11,34,89,8123404,work,11,26,618,9566382,-567648000000
John,Paehpt,438 Beacon St.,,Dngsyc,VT,47799,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,GA,15227,US,home,11,2,802,1256887,work,11,88,912,9907548,599184000000
John,Yswfx,154 Beacon St.,,Wzhxpgbr,MI,57595,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,KY,49173,US,home,11,3,57,1169840,work,11,63,446,6537631,0
John,Ozuxocquvu,372 Beacon St.,,Gdgoisu,MI,28167,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,GA,02322,US,home,11,29,330,93352,work,11,59,457,7774652,-283824000000
John,Ndjdndu,704 Beacon St.,,Fxwq,VA,46543,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,HI,36305,US,home,11,94,310,1739306,work,11,57,65,1965722,94608000000
John,Uxja,46 Beacon St.,,Vhkf,LA,12283,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,SC,39293,US,home,11,86,319,4778944,work,11,80,391,3326459,126144000000
John,Gbsotttmxs,767 Beacon St.,,Vkhklt,GU,55498,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,KY,06109,US,home,11,2,212,8360583,work,11,37,752,3592582,-157680000000
John,Hkruyzh,248 Beacon St.,,Efdfauvmcq,NJ,61951,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,VI,93383,US,home,11,30,592,1344406,work,11,34,54,9001331,378432000000
John,Hzbuckblza,543 Beacon St.,,Gpvr,WY,80169,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,NH,88338,US,home,11,84,885,1614768,work,11,6,438,3914514,-504576000000
John,Kmotvl,702 Beacon St.,,Yooazs,IL,27776,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,TX,44220,US,home,11,35,87,3908536,work,11,52,994,9985870,-504576000000
John,Rizwryhhlg,137 Beacon St.,,Wvzb,AL,62964,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,WY,43504,US,home,11,92,613,5640688,work,11,49,752,8140553,-157680000000
John,Nivrdjqv,869 Beacon St.,,Omevmkaw,OR,37447,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,MH,20408,US,home,11,16,173,3545395,work,11,34,936,6147553,94608000000
John,Dzltedqm,462 Beacon St.,,Mjoxx,LA,37794,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,GA,11068,US,home,11,73,768,312738,work,11,48,167,136025,567648000000
John,Ynucsmk,784 Beacon St.,,Wtvymnybrh,IL,85218,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,PA,23222,US,home,11,96,337,8656242,work,11,4,652,5476322,-94608000000
John,Wenzb,467 Beacon St.,,Xrcfsogv,GU,88072,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,DE,24945,US,home,11,88,450,368176,work,11,81,32,198539,220752000000
John,Izkqfzkrts,217 Beacon St.,,Lmpl,HI,07847,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,VA,39562,US,home,11,31,402,3953543,work,11,39,968,3017846,441504000000
John,Drptbia,479 Beacon St.,,Demarfbk,CT,17847,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,VT,00907,US,home,11,94,392,3029316,work,11,20,973,2626906,126144000000
John,Lfdfknx,42 Beacon St.,,Pltjtupyl,PR,81682,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,MD,51262,US,home,11,8,45,4474393,work,11,72,448,186137,-346896000000
John,Vfnbzydp,320 Beacon St.,,Mfbpq,AS,23180,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,OF,99126,US,home,11,33,64,172663,work,11,23,696,6971393,-378432000000
John,Bhws,952 Beacon St.,,Tadj,CA,42927,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,OR,51769,US,home,11,80,845,1576176,work,11,78,973,4673064,-409968000000
John,Ugvsqgpwl,990 Beacon St.,,Zkbizcsf,DC,42338,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,PW,72213,US,home,11,6,45,717116,work,11,57,332,5006717,-283824000000
John,Vwjlsb,775 Beacon St.,,Nsssblmdm,WI,75083,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,TN,16046,US,home,11,28,159,686426,work,11,55,807,2656995,0
John,Ldekx,428 Beacon St.,,Iiqzyi,NH,31809,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,IN,47497,US,home,11,2,889,9318600,work,11,80,949,4798795,441504000000
John,Damqaqb,936 Beacon St.,,Kkvlqigd,ND,78571,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,TN,09215,US,home,11,26,139,8244217,work,11,50,883,762505,-252288000000
John,Phblflpr,901 Beacon St.,,Xxerfqwp,ND,53494,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,OR,39555,US,home,11,56,40,5718763,work,11,79,6,8742278,409968000000
John,Pubnii,218 Beacon St.,,Hmhiak,GA,42777,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,ME,96877,US,home,11,77,948,7222452,work,11,78,278,2378002,-504576000000
John,Kzlobyyapb,641 Beacon St.,,Icia,MA,67305,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,NJ,67313,US,home,11,84,699,2849771,work,11,17,11,9554384,-189216000000
John,Jwklij,365 Beacon St.,,Wyptv,PA,31885,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,PA,03661,US,home,11,54,200,2553119,work,11,66,465,2534893,126144000000
John,Iymixg,723 Beacon St.,,Wpgkscqnth,IA,00690,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,CT,14009,US,home,11,43,544,8730617,work,11,97,612,4488794,-94608000000
John,Zbenop,242 Beacon St.,,Klznja,WA,69755,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,IN,37249,US,home,11,59,640,719202,work,11,36,660,3307560,-346896000000
John,Jlprpzc,684 Beacon St.,,Wrcff,LA,22308,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,WV,55408,US,home,11,71,315,4586254,work,11,31,981,3185384,252288000000
John,Tjxn,705 Beacon St.,,Gyzif,AK,03517,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,IA,75758,US,home,11,54,0,4652520,work,11,77,147,6711733,-536112000000
John,Fsfwqjvj,504 Beacon St.,,Labjsx,OH,26297,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,ID,14765,US,home,11,58,439,1256961,work,11,65,481,927197,31536000000
John,Nsgf,223 Beacon St.,,Oouepjfbqy,AK,41203,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,VA,93103,US,home,11,29,935,8568310,work,11,92,793,9974493,-630720000000
John,Gifepyzb,92 Beacon St.,,Biig,GA,07461,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,LA,01254,US,home,11,40,556,2233044,work,11,21,789,5718281,-157680000000
John,Lzczoy,566 Beacon St.,,Emkjbynl,SD,74107,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,NH,26001,US,home,11,59,18,2116236,work,11,58,741,1644184,378432000000
John,Xdmyrxfhgf,336 Beacon St.,,Zpzek,VA,31655,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,KY,49006,US,home,11,61,464,8024856,work,11,60,338,4677275,0
John,Kwxk,557 Beacon St.,,Wccirhc,RI,04056,US,Yoyodyne Propulsion Systems,330 Lectroid Rd.,Grover's Mill,OF,18603,US,home,11,65,0,5606801,work,11,62,538,616128,599184000000
